"","Incident_ID","Reliability","Date","Quarter","Full_Location","School","City","State","School_Level","Location","Location_Type","During_School","Time_Period","Situation","Bullied","Domestic_Violence","Gang_Related","Preplanned","Shots_Fired","lon","lat"
"116","20081031MESTS","2",2008-10-31,"Fall","Stockton Springs Elementary School Stockton Springs ME","Stockton Springs Elementary School","Stockton Springs","ME","Elementary","Classroom","Inside School Building","Yes","Morning Classes","Hostage/Standoff","No","No","No","No","0",-68.8582224,44.4974122
"117","20081029CAELG","1",2008-10-29,"Fall","Eliot Elementary School Gilroy CA","Eliot Elementary School","Gilroy","CA","Elementary","Classroom","Inside School Building","Yes","Morning Classes","Anger Over Grade/Suspension/Discipline","No","No","No","No","1",-121.5615193,37.0065687
"118","20080811WAWAK","1",2008-08-11,"Summer","Wallace Elementary School Kelso WA","Wallace Elementary School","Kelso","WA","Elementary","Playground","Outside on School Property","Yes",NA,"Illegal Activity","No","No","No","No","1",-122.9121637,46.134591
"119","20080214CAEOO","4",2008-02-12,"Winter","E O Green Junior High School Oxnard CA","E O Green Junior High School","Oxnard","CA","Junior High","Classroom","Inside School Building","Yes","Morning Classes","Bullying","Yes","No","No","No","2",-119.1817083,34.1653139
"120","20071126NYHOH","2",2007-11-26,"Fall","Holland Patent Central High School Holland Patent NY","Holland Patent Central High School","Holland Patent","NY","High","School Bus","School Bus","Yes","Morning Classes","Intentional Property Damage",NA,NA,"No","No","1",-75.2543625,43.2535684
"121","20071010OHSUC","5",2007-10-10,"Fall","SuccessTech Academy Cleveland OH","SuccessTech Academy","Cleveland","OH","Other","Classroom","Inside School Building","Yes","Afternoon Classes","Anger Over Grade/Suspension/Discipline","Yes","No","No","Yes",">10",-81.6948759,41.5038245
"122","20070928CALAO","3",2007-09-28,"Fall","Las Plumas High School Oroville CA","Las Plumas High School","Oroville","CA","High","Classroom","Inside School Building","Yes","Morning Classes","Hostage/Standoff",NA,"Yes","No",NA,"2",-121.537318,39.479895
"123","20070531NCNOG","1",2007-05-31,"Spring","North Garner Middle School Garner NC","North Garner Middle School","Garner","NC","Middle","Outside on School Property","Outside on School Property","Yes",NA,"Indiscriminate Shooting","No","No","No","No","<10",-78.611772,35.716032
"124","20070530NCVAG","1",2007-05-30,"Spring","Vandora Springs Elementary School Garner NC","Vandora Springs Elementary School","Garner","NC","Elementary","Outside on School Property","Outside on School Property","Yes",NA,"Indiscriminate Shooting","No","No","No","No","<10",-78.6291496,35.6992106
"125","20070523RIOAC","1",2007-05-23,"Spring","Oak Haven Elementary School Coventry RI","Oak Haven Elementary School","Coventry","RI","Elementary","Playground","Outside on School Property","Yes","After School","Bullying","Yes","No","No","No",NA,-71.5434399,41.6870418
"126","20070515TXLIL","2",2007-05-15,"Spring","Liberty Memorial Middle School Los Fresnos TX","Liberty Memorial Middle School","Los Fresnos","TX","Middle","Bathroom","Inside School Building","Yes","Morning Classes","Hostage/Standoff",NA,"No","No","No","1",-97.5150368,26.1117043
"127","20070503OHGED","1",2007-05-03,"Spring","Gettysburg Elementary School Dayton OH","Gettysburg Elementary School","Dayton","OH","Elementary","School Bus","School Bus","Yes","Before School","Indiscriminate Shooting","No","No","No","No",NA,-84.1916069,39.7589478
"128","20070410ORSPG","2",2007-04-10,"Spring","Springwater Trail High School Gresham OR","Springwater Trail High School","Gresham","OR","High","Classroom; Field","Both Inside/Outside","Yes","Afternoon Classes","Indiscriminate Shooting","No","No","No","Yes","5",-122.4072344,45.4863337
"129","20070323FLUNO","1",2007-03-23,"Spring","Union Park Elementary School Orlando FL","Union Park Elementary School","Orlando","FL","Elementary","Bathroom","Inside School Building","Yes","Afternoon Classes","Bullying","Yes","No","No","No","<5",-81.2456938,28.5671525
"130","20070307MIHEM","2",2007-03-07,"Spring","Herbert Henry Dow High School Midland MI","Herbert Henry Dow High School","Midland","MI","High","Parking Lot","Outside on School Property","Yes","Morning Classes","Murder/Suicide","No","Yes","No","No","5",-84.2754104,43.6407382
"131","20070227GACLA","1",2007-02-27,"Winter","Clifton Elementary School Atlanta GA","Clifton Elementary School","Atlanta","GA","Elementary","Bathroom","Inside School Building","Yes","Morning Classes","Unknown","No","No","No","No","1",-84.3017665,33.6965647
"132","20070226CASLA","1",2007-02-26,"Winter","Slauson Middle School Azusa CA","Slauson Middle School","Azusa","CA","Middle","Hallway","Inside School Building","Yes","Morning Classes","Indiscriminate Shooting","No","No","No","No","<5",-117.9117127,34.1295018
"133","20070108OHROC","2",2007-01-08,"Winter","Robert A. Taft Information Technology High School Cincinnati OH","Robert A. Taft Information Technology High School","Cincinnati","OH","High","Hallway","Inside School Building","Yes","Lunch","Indiscriminate Shooting",NA,"No","No","No","1",-84.5230385,39.1092579
"134","20070103WAHET","2",2007-01-03,"Winter","Henry Foss High School Tacoma WA","Henry Foss High School","Tacoma","WA","High","Hallway","Inside School Building","Yes","Morning Classes","Psychosis","No","No","No","No","1",-122.4963129,47.2395702
"135","20061213PABAB","1",2006-12-13,"Winter","Bangor Area High School Bangor PA","Bangor Area High School","Bangor","PA","High","Beside Building","Outside on School Property","Yes","Dismissal","Unknown","No","No","No","No","<10",-75.1514574,40.8856663
"136","20061031TNHAK","2",2006-10-31,"Fall","Halls High School Knoxville TN","Halls High School","Knoxville","TN","High","Parking Lot","Outside on School Property","No","Evening","Illegal Activity","No","No","No","No","2",-83.9258996,36.088592
"137","20061010NYPOP","2",2006-10-10,"Fall","Ponoma Middle School Pomona NY","Ponoma Middle School","Pomona","NY","Middle","School Bus","School Bus","Yes","After School","Unknown",NA,"No","No","No","2",-74.052019,41.166532
"138","20061009MOMEJ","5",2006-10-09,"Fall","Memorial Middle School Joplin MO","Memorial Middle School","Joplin","MO","Middle","Hallway","Inside School Building","Yes","Morning Classes","Anger Over Grade/Suspension/Discipline","No","No","No","Yes","1",-94.513281,37.0842271
"139","20061002PAWEN","5",2006-10-02,"Fall","West Nickel Mines School Nickel Mines PA","West Nickel Mines School","Nickel Mines","PA","K-12","Classroom","Inside School Building","Yes","Morning Classes","Indiscriminate Shooting","No","Yes","No","Yes",NA,-76.0804172,39.9592143
"140","20060929WIWEC","5",2006-09-29,"Fall","Weston High School Cazenovia WI","Weston High School","Cazenovia","WI","High","Entryway","Inside School Building","Yes","Morning Classes","Indiscriminate Shooting","Yes","No","No","Yes","3",-90.1909782,43.4801539
"141","20060927COPLB","4",2006-09-27,"Fall","Platte Canyon High School Bailey CO","Platte Canyon High School","Bailey","CO","High","Classroom","Inside School Building","Yes","Morning Classes","Hostage/Standoff","No","No","No","No",NA,-105.535057,39.4211845
"142","20060830NCORH","5",2006-08-30,"Summer","Orange High School Hillsborough NC","Orange High School","Hillsborough","NC","High","Parking Lot","Outside on School Property","Yes","Afternoon Classes","Indiscriminate Shooting","No","No","No","Yes","8",-79.0941324,36.0927188
"143","20060731FLYOT","2",2006-07-31,"Summer","Young Middle Magnet School Tampa FL","Young Middle Magnet School","Tampa","FL","Middle","Parking Lot","Outside on School Property","No","Before School","Murder/Suicide","No","Yes","No","No",NA,-82.4385693,27.9811527
"144","20060525PANON","2",2006-05-25,"Spring","Northampton Area Senior High School Northampton PA","Northampton Area Senior High School","Northampton","PA","High","Hallway","Inside School Building","Yes","Morning Classes","Hostage/Standoff",NA,"No","No","Yes","0",-75.4898036,40.6881892
"145","20060424NCEAC","2",2006-04-24,"Spring","East Chapel Hill High School Chapel Hill NC","East Chapel Hill High School","Chapel Hill","NC","High","Classroom","Inside School Building","No","Evening","Hostage/Standoff","No","No","No","No","2",-79.0292227,35.9607647
"146","20060314NVPIR","5",2006-03-14,"Spring","Pine Middle School Reno NV","Pine Middle School","Reno","NV","Middle","Classroom","Inside School Building","Yes","Morning Classes","Bullying","Yes","No","No","Yes","3",-119.7807836,39.4798018
"147","20060119OHWIC","2",2006-01-19,"Winter","Withrow High School Cincinnati OH","Withrow High School","Cincinnati","OH","High","Parking Lot","Outside on School Property","No","Evening","Drive-by Shooting","No","No","No","No",NA,-84.4525465,39.1409476
"148","20060118MTFRA","2",2006-01-18,"Winter","Fred Moodry Middle School Anaconda MT","Fred Moodry Middle School","Anaconda","MT","Middle","Beside Building","Outside on School Property","Yes","Dismissal","Drive-by Shooting","No",NA,"No","No","1",-112.9538955,46.1258773
"149","20060113MIOSD","1",2006-01-13,"Winter","Osborn High School Detroit MI","Osborn High School","Detroit","MI","High","Hallway","Inside School Building","Yes","Lunch","Anger Over Grade/Suspension/Discipline","No","No","No","No","1",-83.0027346,42.434046
"150","20051108TNCAJ","5",2005-11-08,"Fall","Campbell County High School Jacksboro, TN TN","Campbell County High School","Jacksboro, TN","TN","High","Hallway","Inside School Building","Yes","Afternoon Classes","Illegal Activity","No","No","No","No",NA,-84.14779,36.350981
"151","20051011MIFAF","2",2005-10-11,"Fall","Farmington High School Farmington MI","Farmington High School","Farmington","MI","High","Bathroom","Inside School Building","Yes","School Start","Psychosis",NA,NA,"No","No","1",-83.3612414,42.4638375
"152","20050816VICOE","1",2005-08-16,"Summer","Country Day High School Estate Concordia VI","Country Day High School","Estate Concordia","VI","High","Other","Inside School Building","Yes","Before School","Illegal Activity","No","No","No","No","<10",-90.1322614,29.982466
"153","20050608NYARP","1",2005-06-08,"Summer","Arlington High School Poughkeepsi NY","Arlington High School","Poughkeepsi","NY","High","Front of School","Outside on School Property","Yes","Dismissal","Drive-by Shooting","No","No","No","No","<10",-73.796628,41.6733744
"154","20050524COACD","2",2005-05-24,"Spring","Academia Ana Marie Sandoval Montessori School Denver CO","Academia Ana Marie Sandoval Montessori School","Denver","CO","Other","Playground","Outside on School Property","Yes","Afternoon Classes","Indiscriminate Shooting","No","No","No","No",NA,-105.0155917,39.7679004
"155","20050517PAHIL","2",2005-05-17,"Spring","Highland Elementary School Lower Allen Township PA","Highland Elementary School","Lower Allen Township","PA","Elementary","Parking Lot","Outside on School Property","Yes","Dismissal","Murder/Suicide","No","Yes","No","No","<10",-76.8982733,40.2298161
"156","20050429OHDAC","1",2005-04-29,"Spring","Daniel E. Morgan Elementary School Cleveland OH","Daniel E. Morgan Elementary School","Cleveland","OH","High","Office","Inside School Building",NA,NA,"Intentional Property Damage","No","No","No","No","<5",-81.625275,41.516936
"157","20050321MNRER","5",2005-03-21,"Spring","Red Lake Senior High School Red Lake MN","Red Lake Senior High School","Red Lake","MN","High","Hallway","Inside School Building","Yes","Afternoon Classes","Indiscriminate Shooting","Yes","No","No","Yes",NA,-95.0147768,47.8785766
"158","20050302TNSTD","2",2005-03-02,"Spring","Stewart County High School (bus) Dover TN","Stewart County High School (bus)","Dover","TN","High","School Bus","School Bus","No","Before School","Anger Over Grade/Suspension/Discipline","No","No","No","No","<10",-87.8143581,36.5314141
"159","20041231TXRIR","2",2004-12-31,"Winter","Richmond State School Richmond TX","Richmond State School","Richmond","TX","Other","Cafeteria","Inside School Building","No","Evening","Murder/Suicide","No",NA,"No","No","4",-95.7830653,29.5894378
"160","20041117FLAPA","2",2004-11-17,"Fall","Apopka Memorial Middle School Apopka FL","Apopka Memorial Middle School","Apopka","FL","Middle","Classroom","Inside School Building","Yes",NA,"Unknown","No","No","No","No","1",-81.5085821,28.6869097
"161","20040912LABON","1",2004-09-12,"Fall","Booker T. Washington High School New Orleans LA","Booker T. Washington High School","New Orleans","LA","High","Beside Building","Outside on School Property","No","Not a School Day","Self-defense","No","No","No","No","1",-90.089026,29.9501475
"162","20040803ALHUB","2",2004-08-03,"Summer","Huffman High School Birmingham AL","Huffman High School","Birmingham","AL","High","Parking Lot","Outside on School Property","Yes","Morning Classes","Unknown","No","No","No","No","1",-86.6831918,33.6112208
"163","20040524UTWES","2",2004-05-24,"Spring","West High School Salt Lake City UT","West High School","Salt Lake City","UT","High","Parking Lot","Outside on School Property","No","Before School","Murder/Suicide","No","Yes","No","No","4",-111.9004459,40.7742989
"164","20040213OHCOD","2",2004-02-13,"Winter","Colonel White High School Dayton OH","Colonel White High School","Dayton","OH","High","Parking Lot","Outside on School Property","Yes","Lunch","Illegal Activity","No","No","No","No","1",-84.1916069,39.7589478
"165","20040209NYCOE","3",2004-02-09,"Winter","Columbia High School East Greenbush NY","Columbia High School","East Greenbush","NY","High","Bathroom","Inside School Building","Yes","Morning Classes","Indiscriminate Shooting","No","No","No","Yes","2",-73.6911449,42.6244229
"166","20031222NJCOW","2",2003-12-22,"Winter","Colonia High School Woodbridge NJ","Colonia High School","Woodbridge","NJ","High","Parking Lot","Outside on School Property","No","Evening","Drive-by Shooting","No","No","No","No",">20",-74.3194379,40.5921562
"167","20031029LAMAM","2",2003-10-29,"Fall","Marion High School Marion LA","Marion High School","Marion","LA","High","Classroom","Inside School Building","Yes","Morning Classes","Hostage/Standoff","No","No","No","No","0",-92.2430411,32.9043632
"168","20030925NCBUL","4",2003-09-25,"Fall","Burns Middle School Lawndale NC","Burns Middle School","Lawndale","NC","Middle","Hallway","Inside School Building","Yes","School Start","Indiscriminate Shooting","No",NA,"No",NA,NA,-81.5382979,35.424998
"169","20030924MNROC","5",2003-09-24,"Fall","Rocori High School Cold Spring MN","Rocori High School","Cold Spring","MN","High","Gym","Inside School Building","Yes","Morning Classes","Bullying","Yes","No","No","No","3",-94.428188,45.464307
"170","20030922WALES","2",2003-09-22,"Fall","Lewis and Clark High School Spokane WA","Lewis and Clark High School","Spokane","WA","High","Classroom","Inside School Building","Yes","Lunch","Hostage/Standoff",NA,"No","No","No","1",-117.4204967,47.6519502
"171","20030604PAROW","2",2003-06-04,"Summer","Rock L. Butler Middle School Wellsboro PA","Rock L. Butler Middle School","Wellsboro","PA","Middle","Bathroom","Inside School Building","Yes","School Start","Indiscriminate Shooting","No","No","No","Yes","1",-77.3036278,41.7509733
"172","20030424PARER","5",2003-04-24,"Spring","Red Lion Area Junior High School Red Lion PA","Red Lion Area Junior High School","Red Lion","PA","Junior High","Cafeteria","Inside School Building","Yes","School Start","Anger Over Grade/Suspension/Discipline","No","No","No","No","3",-76.6083444,39.8915833
"173","20030416TXGRA","2",2003-04-16,"Spring","Greenhill Middle School Addison TX","Greenhill Middle School","Addison","TX","Middle","Bathroom","Inside School Building","Yes","After School","Murder/Suicide",NA,"No","No","No","1",-96.8437413,32.941856
"174","20030121KYWEO","2",2003-01-21,"Winter","West Carter Middle School Olive Hill KY","West Carter Middle School","Olive Hill","KY","Middle","Classroom","Inside School Building","Yes","Morning Classes","Hostage/Standoff","No","No","No","No","0",-83.1484854,38.31078
"175","20021115TXSCS","2",2002-11-15,"Fall","Scurry-Rosser High School Scurry TX","Scurry-Rosser High School","Scurry","TX","High","Hallway","Inside School Building","Yes","Morning Classes","Anger Over Grade/Suspension/Discipline","No","No","No",NA,"0",-96.3823991,32.5124169
"176","20021007MDBEB","2",2002-10-07,"Fall","Benjamin Tasker Middle School Bowie MD","Benjamin Tasker Middle School","Bowie","MD","Middle","Front of School","Outside on School Property","Yes","School Start","Indiscriminate Shooting","No","No","No","No","1",-76.7455057,38.9580428
"177","20020322CAJOC","2",2002-03-22,"Spring","John Barrett Middle School Carmichael CA","John Barrett Middle School","Carmichael","CA","Middle","Classroom","Inside School Building","Yes","Morning Classes","Hostage/Standoff","No","No","No","Yes","0",-121.3135266,38.6427149
"178","20020206CAGAL","2",2002-02-06,"Winter","Gardena High School Los Angeles CA","Gardena High School","Los Angeles","CA","High","Bathroom","Inside School Building","Yes","Afternoon Classes","Illegal Activity","No","No","No","No","<10",-118.2970751,33.8667951
"179","20020124PAOLO","2",2002-01-24,"Winter","Oley High School (bus) Oley PA","Oley High School (bus)","Oley","PA","High","School Bus","School Bus","Yes","Before School","Hostage/Standoff","No","No","No","No","0",-75.79142,40.3887489
"180","20020111MSRAJ","4",2002-01-11,"Winter","Raymond High School Jackson MS","Raymond High School","Jackson","MS","High","Office","Inside School Building","Yes","Lunch","Hostage/Standoff","No","No","No","Yes","0",-90.438543,32.2456559
"181","20011130TXFRF","2",2001-11-30,"Fall","Friendswood Junior High School Friendswood TX","Friendswood Junior High School","Friendswood","TX","High","Classroom","Inside School Building","No","Before School","Unknown","No","No","No","No","1",-95.1858312,29.4941558
"182","20011112MICAC","2",2001-11-12,"Fall","Caro Learning Center Caro MI","Caro Learning Center","Caro","MI","High","Classroom","Inside School Building","Yes","Afternoon Classes","Hostage/Standoff","No","No","No","No","2",-85.6023643,44.3148443
"183","20010420LAMOM","2",2001-04-20,"Spring","Monroe City Alternative Center Monroe LA","Monroe City Alternative Center","Monroe","LA","High","Hallway; Beside Building","Both Inside/Outside","Yes","School Start","Anger Over Grade/Suspension/Discipline","No","No","No",NA,"5",-92.1193012,32.5093109
"184","20010410WAWAM","3",2001-04-10,"Spring","Wahluke High School Mattawa WA","Wahluke High School","Mattawa","WA","High","Classroom","Inside School Building","Yes",NA,"Hostage/Standoff","No","No","No","No","0",-119.8940563,46.7429265
"185","20010322CAGRE","5",2001-03-22,"Spring","Granite Hills High School El Cajon CA","Granite Hills High School","El Cajon","CA","High","Beside Building","Outside on School Property","Yes","Lunch","Indiscriminate Shooting","No","No","No","No",">20",-116.9144686,32.7983445
"186","20010307PABIW","3",2001-03-07,"Spring","Bishop Neumann High School Williamsport PA","Bishop Neumann High School","Williamsport","PA","High","Cafeteria","Inside School Building","Yes","Lunch","Bullying","Yes","No","No","No","1",-76.9964607,41.2492558
"187","20010305CASAS","3",2001-03-05,"Spring","Santana High School Santee CA","Santana High School","Santee","CA","High","Bathroom","Inside School Building","Yes","Morning Classes","Bullying","Yes","No","No","Yes","40+",-116.9691749,32.857439
"188","20010202MIOSD","2",2001-02-02,"Winter","Osborn High School Detroit MI","Osborn High School","Detroit","MI","High","Classroom","Inside School Building","Yes",NA,"Unknown","No","No","No","No",NA,-83.0027346,42.434046
"189","20001221FLNOM","2",2000-12-21,"Winter","Norland Elementary School Miami FL","Norland Elementary School","Miami","FL","Elementary","Parking Lot","Outside on School Property","Yes","After School","Illegal Activity","No","No","No","No",NA,-80.2171563,25.9520128
"190","20001101TXNEC","2",2000-11-01,"Fall","Newman Smith High School Carrollton TX","Newman Smith High School","Carrollton","TX","High","Classroom","Inside School Building","Yes","Morning Classes","Hostage/Standoff","No","No","No","No","0",-96.8922294,32.9791338
"191","20001024AZPIG","2",2000-10-24,"Fall","Pioneer Elementary School Glendale AZ","Pioneer Elementary School","Glendale","AZ","Elementary","Classroom","Inside School Building","Yes","Morning Classes","Hostage/Standoff","No","No","No","No","0",-112.1958595,33.6192444
"192","20000918OHMOM","2",2000-09-18,"Fall","Mount Healthy North Junior High Mount Healthy OH","Mount Healthy North Junior High","Mount Healthy","OH","Junior High","Classroom","Inside School Building","Yes",NA,"Hostage/Standoff","No","No","No","No","1",-84.561789,39.2650112
"193","20000907ILLOR","4",2000-09-07,"Fall","Longfellow Elementary School Rock Island IL","Longfellow Elementary School","Rock Island","IL","Elementary","Parking Lot","Outside on School Property","No","Evening","Illegal Activity","No","No","No","No","1",-90.5435938,41.5043078
"194","20000905OHBIB","3",2000-09-05,"Fall","Bidwell Porter Elementary School Bidwell OH","Bidwell Porter Elementary School","Bidwell","OH","Elementary","Parking Lot","Outside on School Property","No","Before School","Murder/Suicide","No","Yes","No","No",NA,-82.2824671,38.9180103
"195","20000717WADIR","2",2000-07-17,"Summer","Dimmitt Middle School Renton WA","Dimmitt Middle School","Renton","WA","Middle","Cafeteria","Inside School Building","Yes","Lunch","Hostage/Standoff",NA,"No","No","Yes","1",-122.2324887,47.4924296
"196","20000526FLLAL","5",2000-05-26,"Spring","Lake Worth Middle School Lake Worth FL","Lake Worth Middle School","Lake Worth","FL","Middle","Classroom","Inside School Building","Yes","After School","Anger Over Grade/Suspension/Discipline","No","No","No","No","2",-80.07081,26.632908
"197","20000510AZCAS","2",2000-05-10,"Spring","Carmichael Elementary School Sierra Vista AZ","Carmichael Elementary School","Sierra Vista","AZ","Elementary","Classroom","Inside School Building","Yes","Afternoon Classes","Murder/Suicide","No","Yes","No","No","2",-110.2992417,31.562682
"198","20000502COTHD","2",2000-05-02,"Spring","Thomas Jefferson High School Denver CO","Thomas Jefferson High School","Denver","CO","High","Parking Lot","Outside on School Property","Yes",NA,"Murder/Suicide","No","No","No","No",NA,-104.9213055,39.6469327
"199","20000410AZLAT","2",2000-04-10,"Spring","La Cima Middle School Tucson AZ","La Cima Middle School","Tucson","AZ","Middle","Classroom","Inside School Building","No","Before School","Psychosis","No","No","No","No","1",-110.9940855,32.3101862
"200","20000323OHMCL","2",2000-03-23,"Spring","McKinley Elementary School Lisbon OH","McKinley Elementary School","Lisbon","OH","Elementary","Classroom","Inside School Building","Yes","Morning Classes","Hostage/Standoff",NA,"No","No","No","0",-80.7598538,40.7737774
"201","20000120NCERA","2",2000-01-20,"Winter","Erwin High School Asheville NC","Erwin High School","Asheville","NC","High","Gym","Inside School Building","No","Evening","Indiscriminate Shooting","No","No","No","Yes","1",-82.6263124,35.6193959
"202","19991206OKFOF","5",1999-12-06,"Winter","Fort Gibson Middle School Fort Gibson OK","Fort Gibson Middle School","Fort Gibson","OK","Middle","Front of School","Outside on School Property","Yes","School Start","Indiscriminate Shooting","No","No","No","No","15",-95.2392554,35.7936675
"203","19991119NMDED","2",1999-11-19,"Fall","Deming Middle School Deming NM","Deming Middle School","Deming","NM","Middle","Outside on School Property","Outside on School Property","Yes","Lunch","Unknown","No","No","No","No",NA,-107.7819366,32.2458953
"204","19990520GAHEC","5",1999-05-20,"Spring","Heritage High School Conyers GA","Heritage High School","Conyers","GA","High","Hallway","Inside School Building","Yes","Morning Classes","Indiscriminate Shooting","No","No","No","Yes","6",-84.04671,33.627276
"205","19990420COCOL","5",1999-04-20,"Spring","Columbine High School Littleton CO","Columbine High School","Littleton","CO","High","Cafeteria","Inside School Building","Yes","Morning Classes","Indiscriminate Shooting","Yes","No","No","Yes","188",-105.0732529,39.6040787
"206","19990416IDNON","2",1999-04-16,"Spring","Notus Jr. Sr. High School Notus ID","Notus Jr. Sr. High School","Notus","ID","6-12","Gym","Inside School Building","Yes","Unknown","Psychosis","No","No","No","No",NA,-116.7995205,43.7056939
"207","19990211MSJEP","2",1999-02-11,"Winter","Jefferson-Todd Educational Center Purvis MS","Jefferson-Todd Educational Center","Purvis","MS","Other","Office","Inside School Building","Yes",NA,"Hostage/Standoff","No","No","No","No","0",-89.411064,31.1371185
"208","19990108GACEC","2",1999-01-08,"Winter","Central High School Carrollton GA","Central High School","Carrollton","GA","High","Bathroom","Inside School Building","Yes","Morning Classes","Murder/Suicide","No","Yes","No","No","2",-85.0682758,33.5521081
"209","19980529FLSTF","2",1998-05-29,"Spring","Stranahan High School Ft. Lauderdale FL","Stranahan High School","Ft. Lauderdale","FL","High","Parking Lot","Outside on School Property","Yes","School Start","Murder/Suicide","No","Yes","No","No",NA,-80.1644877,26.1128269
"210","19980521ORTHS","3",1998-05-21,"Spring","Thurston High School Springfield OR","Thurston High School","Springfield","OR","High","Cafeteria","Inside School Building","Yes","Before School","Anger Over Grade/Suspension/Discipline","No","No","No","Yes","51",-122.9250739,44.0487449
"211","19980428WIPAP","2",1998-04-28,"Spring","Pardeeville Elementary School Pardeeville WI","Pardeeville Elementary School","Pardeeville","WI","Elementary","Parking Lot","Outside on School Property","No","After School","Illegal Activity","No","No","No","No",NA,-89.2948206,43.5350605
"212","19980424PAPAE","2",1998-04-24,"Spring","Parker Middle School Edinboro PA","Parker Middle School","Edinboro","PA","Middle","Off School Property","Off School Property","No","School Event","Indiscriminate Shooting","No","No","No","No",NA,-80.12111,41.9152581
"213","19980331WIOAO","2",1998-03-31,"Spring","Oakfield Middle School Oakfield WI","Oakfield Middle School","Oakfield","WI","Middle","Front of School","Outside on School Property","Yes",NA,"Anger Over Grade/Suspension/Discipline","No","No","No","No","5",-88.5464951,43.6861007
"214","19980325CAFED","2",1998-03-25,"Spring","Fernando Rivera Middle School Daly City CA","Fernando Rivera Middle School","Daly City","CA","Middle","Courtyard","Outside on School Property","Yes","School Start","Anger Over Grade/Suspension/Discipline","No","No","No","No","1",-122.4861439,37.6767607
"215","19980324ARWEJ","2",1998-03-24,"Spring","Westside Middle School Jonesboro AR","Westside Middle School","Jonesboro","AR","Middle","Field (General)","Outside on School Property","Yes","Afternoon Classes","Indiscriminate Shooting","No","No","No","Yes",NA,-90.8058207,35.8570841
"216","19971215ARSTS","2",1997-12-15,"Winter","Stamps High School Stamps AR","Stamps High School","Stamps","AR","High","Parking Lot","Outside on School Property","Yes",NA,"Indiscriminate Shooting",NA,"No","No","No",NA,-93.4951758,33.3654024
"217","19971201KYHEW","2",1997-12-01,"Winter","Heath High School West Paducah KY","Heath High School","West Paducah","KY","High","Entryway","Outside on School Property","Yes","Before School","Indiscriminate Shooting","Yes","No","No","Yes",NA,-88.7940251,37.0785086
"218","19971022CAJON","2",1997-10-22,"Fall","John Glenn High School Norwalk CA","John Glenn High School","Norwalk","CA","High","Outside on School Property","Outside on School Property","Yes","School Start","Murder/Suicide","No","Yes","No","No","4",-118.0532269,33.9078411
"219","19970219AKBEB","2",1997-02-19,"Winter","Bethel Regional High School Bethel AK","Bethel Regional High School","Bethel","AK","High","Entryway","Inside School Building","Yes","School Start","Bullying","Yes","No","No","Yes",NA,-161.7704564,60.8021495
"220","19960925GADED","2",1996-09-25,"Fall","Dekalb Alternative School Decatur GA","Dekalb Alternative School","Decatur","GA","Unknown","Classroom","Inside School Building","Yes","Unknown","Anger Over Grade/Suspension/Discipline","No","No","No","No",NA,-84.1980707,33.7984364
"221","19960319NVSWL","2",1996-03-19,"Spring","Swainston Middle School Las Vegas NV","Swainston Middle School","Las Vegas","NV","Middle","Beside Building","Outside on School Property","Yes","Morning Classes","Indiscriminate Shooting",NA,"No","No","No",NA,-115.1867916,36.2292513
"222","19960208CAMIM","2",1996-02-08,"Winter","Mid-Peninsula High School Menlo Park CA","Mid-Peninsula High School","Menlo Park","CA","High","Basketball Court","Outside on School Property","Yes","Morning Classes","Indiscriminate Shooting","No","No","No","No","Multiple",-122.1520301,37.476431
"223","19960202WAFRM","3",1996-02-02,"Winter","Frontier Middle School Moses Lake WA","Frontier Middle School","Moses Lake","WA","Middle","Classroom","Inside School Building","Yes","Afternoon Classes","Hostage/Standoff","Yes","Yes","No","Yes",NA,-119.2829335,47.1266968
"224","19951128NYTHN","2",1995-11-28,"Fall","Thomas A. Edison Vocational and Technical High School New York NY","Thomas A. Edison Vocational and Technical High School","New York","NY","High","Parking Lot","Outside on School Property","Yes","Morning Classes","Illegal Activity","No","No","No","No","3",-73.9279999,40.741945
"225","19951115TNRIL","2",1995-11-15,"Fall","Richland High School Lynnville TN","Richland High School","Lynnville","TN","High","Hallway","Inside School Building","Yes","School Start","Bullying","Yes","No","No","Yes","3",-87.0318932,35.337297
"226","19951102FLBLM","2",1995-11-02,"Fall","Blue Lake Elementary School (bus) Miami Beach FL","Blue Lake Elementary School (bus)","Miami Beach","FL","Elementary","School Bus","School Bus","No","Before School","Hostage/Standoff","No","No","No","No",NA,-80.3443202,25.7186092
"227","19951012SCBLB","2",1995-10-12,"Fall","Blackville-Hilda High School Blackville SC","Blackville-Hilda High School","Blackville","SC","High","Classroom","Inside School Building","Yes","Morning Classes","Anger Over Grade/Suspension/Discipline","Yes","No","No","No",NA,-81.2636573,33.3642976
"228","19950915KYGEW","1",1995-09-15,"Fall","George Rogers Clark High School Winchester KY","George Rogers Clark High School","Winchester","KY","High","Inside School Building","Inside School Building","Yes","Afternoon Classes","Hostage/Standoff",NA,"No","No","No","0",-84.2137617,37.9608424
"229","19950208NECHS","2",1995-02-08,"Winter","Chadron Middle School Scottsbluff NE","Chadron Middle School","Scottsbluff","NE","Middle","Classroom","Inside School Building","Yes","Morning Classes","Anger Over Grade/Suspension/Discipline","No","No","No","No","<5",-103.6671662,41.8666341
